"finding_id","severity","slug","title","source_file","finding_path","root_cause_epic","root_cause_title","owner","sprint","labels"
"other-state-race-e92f9596b6","HIGH_BUG","other-state-race","Unassignment can return success and race booking status back to pending","src/app/api/ops/bookings/[id]/tables/[tableId]/route.ts",".deepsec/findings/HIGH_BUG/nabatableLP-other-state-race-e92f9596b6.md","SEC-010","Data integrity, races, and idempotency","Domain workflow owner","Sprint 3","data-integrity;high-bug;needs-regression"
"other-swallowed-cleanup-failure-2d60176eb2","HIGH_BUG","other-swallowed-cleanup-failure","Failed table-assignment cleanup is silently treated as success","server/bookings.ts",".deepsec/findings/HIGH_BUG/nabatableLP-other-swallowed-cleanup-failure-2d60176eb2.md","SEC-010","Data integrity, races, and idempotency","Domain workflow owner","Sprint 3","data-integrity;high-bug;needs-regression"
"other-swallowed-cleanup-failure-7bbdf567ab","HIGH_BUG","other-swallowed-cleanup-failure","Assignment cleanup failures are swallowed after lifecycle changes","server/bookings.ts",".deepsec/findings/HIGH_BUG/nabatableLP-other-swallowed-cleanup-failure-7bbdf567ab.md","SEC-010","Data integrity, races, and idempotency","Domain workflow owner","Sprint 3","data-integrity;high-bug;needs-regression"
"other-timeout-not-enforced-df88302b62","HIGH_BUG","other-timeout-not-enforced","Inline modification timeout is not actually enforced","server/bookings/modification-flow.ts",".deepsec/findings/HIGH_BUG/nabatableLP-other-timeout-not-enforced-df88302b62.md","SEC-010","Data integrity, races, and idempotency","Domain workflow owner","Sprint 3","data-integrity;high-bug;needs-regression"
"other-timeout-race-135b2cdd6d","HIGH_BUG","other-timeout-race","Timed-out inline auto-assign can still mutate booking state","src/services/inline-auto-assign.ts",".deepsec/findings/HIGH_BUG/nabatableLP-other-timeout-race-135b2cdd6d.md","SEC-010","Data integrity, races, and idempotency","Domain workflow owner","Sprint 3","data-integrity;high-bug;needs-regression"
"other-toctou-drift-check-bypass-6ac5412f54","HIGH_BUG","other-toctou-drift-check-bypass","Batch auto-export can write to Google before pinned-hash drift checks","src/app/api/ops/restaurants/[id]/dual-sync/auto-export/route.ts",".deepsec/findings/HIGH_BUG/nabatableLP-other-toctou-drift-check-bypass-6ac5412f54.md","SEC-011","Schema, migration, and contract drift","Data/platform owner","Sprint 3","data-integrity;needs-migration;needs-regression"
"other-toctou-drift-check-bypass-8a3874a610","HIGH_BUG","other-toctou-drift-check-bypass","Batch publish can mutate Google before stale pinned hashes are rejected","src/app/api/ops/restaurants/[id]/dual-sync/publish/route.ts",".deepsec/findings/HIGH_BUG/nabatableLP-other-toctou-drift-check-bypass-8a3874a610.md","SEC-011","Schema, migration, and contract drift","Data/platform owner","Sprint 3","data-integrity;needs-migration;needs-regression"
"other-token-format-mismatch-4becd4b611","HIGH_BUG","other-token-format-mismatch","Generated confirmation tokens are rejected by the confirm API","server/bookings/confirmation-token.ts",".deepsec/findings/HIGH_BUG/nabatableLP-other-token-format-mismatch-4becd4b611.md","SEC-006","Generic URL validation and redirect policy gaps","Web/API owner","Sprint 2","xss;data-integrity;needs-regression"
"other-token-length-mismatch-42d5fcc437","HIGH_BUG","other-token-length-mismatch","Confirmation route rejects generated confirmation tokens","src/app/api/bookings/confirm/route.ts",".deepsec/findings/HIGH_BUG/nabatableLP-other-token-length-mismatch-42d5fcc437.md","SEC-006","Generic URL validation and redirect policy gaps","Web/API owner","Sprint 2","xss;data-integrity;needs-regression"
"other-unguarded-db-execution-19f2e19a29","HIGH_BUG","other-unguarded-db-execution","Unguarded remote database executor can target the wrong Supabase project","scripts/execute-sql.ts",".deepsec/findings/HIGH_BUG/nabatableLP-other-unguarded-db-execution-19f2e19a29.md","SEC-004","Production data scripts lack target safety","Data operations owner","Sprint 1","high-bug;service-role;data-integrity;needs-prod-config"
"other-unsafe-bulk-backfill-138f6a4dd5","HIGH_BUG","other-unsafe-bulk-backfill","Apply mode can mutate all restaurants and schedule review emails without target safety gates","scripts/backfill-review-emails.ts",".deepsec/findings/HIGH_BUG/nabatableLP-other-unsafe-bulk-backfill-138f6a4dd5.md","SEC-002","Service-role before tenant authorization","Platform/API owner","Sprint 1","security-critical;tenant-isolation;service-role;needs-regression"
"other-unsafe-privilege-grant-4d0186734d","HIGH_BUG","other-unsafe-privilege-grant","Restaurant seed can grant owner role to the first auth user in the target project","scripts/seed-restaurant.ts",".deepsec/findings/HIGH_BUG/nabatableLP-other-unsafe-privilege-grant-4d0186734d.md","SEC-002","Service-role before tenant authorization","Platform/API owner","Sprint 1","security-critical;tenant-isolation;service-role;needs-regression"
"other-unsafe-production-data-write-83602e686c","HIGH_BUG","other-unsafe-production-data-write","Service-role seed script can write fake bookings to an unintended remote tenant","scripts/seed-bookings-week-final.ts",".deepsec/findings/HIGH_BUG/nabatableLP-other-unsafe-production-data-write-83602e686c.md","SEC-002","Service-role before tenant authorization","Platform/API owner","Sprint 1","security-critical;tenant-isolation;service-role;needs-regression"
"other-unsafe-production-data-write-9f18c74742","HIGH_BUG","other-unsafe-production-data-write","Service-role seed script can write fake bookings to an unintended remote tenant","scripts/seed-bookings-week.ts",".deepsec/findings/HIGH_BUG/nabatableLP-other-unsafe-production-data-write-9f18c74742.md","SEC-002","Service-role before tenant authorization","Platform/API owner","Sprint 1","security-critical;tenant-isolation;service-role;needs-regression"
"other-unsafe-remote-seed-5e9ee2d06d","HIGH_BUG","other-unsafe-remote-seed","Booking seed script can pollute an arbitrary remote restaurant","scripts/seed-bookings-week-final.ts",".deepsec/findings/HIGH_BUG/nabatableLP-other-unsafe-remote-seed-5e9ee2d06d.md","SEC-002","Service-role before tenant authorization","Platform/API owner","Sprint 1","security-critical;tenant-isolation;service-role;needs-regression"
"other-unsafe-remote-seed-8a5f278a0c","HIGH_BUG","other-unsafe-remote-seed","Booking seed script can write fake data to production without safeguards","scripts/seed-bookings-week.ts",".deepsec/findings/HIGH_BUG/nabatableLP-other-unsafe-remote-seed-8a5f278a0c.md","SEC-002","Service-role before tenant authorization","Platform/API owner","Sprint 1","security-critical;tenant-isolation;service-role;needs-regression"
"other-validation-bypass-658d76393f","HIGH_BUG","other-validation-bypass","Manual assignment validation result is ignored","src/app/api/ops/bookings/[id]/tables/route.ts",".deepsec/findings/HIGH_BUG/nabatableLP-other-validation-bypass-658d76393f.md","SEC-002","Service-role before tenant authorization","Platform/API owner","Sprint 1","security-critical;tenant-isolation;service-role;needs-regression"
"acl-check-52381332e9","MEDIUM","acl-check","Non-admin restaurant members can create seating zones","src/app/api/ops/zones/route.ts",".deepsec/findings/MEDIUM/nabatableLP-acl-check-52381332e9.md","SEC-002","Service-role before tenant authorization","Platform/API owner","Sprint 1","security-critical;tenant-isolation;service-role;needs-regression"
"acl-check-b889fc902a","MEDIUM","acl-check","Authorization guard can use stale cached membership roles","server/team/access.ts",".deepsec/findings/MEDIUM/nabatableLP-acl-check-b889fc902a.md","SEC-002","Service-role before tenant authorization","Platform/API owner","Sprint 1","security-critical;tenant-isolation;service-role;needs-regression"
"acl-check-c6eca39736","MEDIUM","acl-check","Soft-hold RPCs are usable without tenant ownership checks","server/capacity/table-assignment/soft-holds.ts",".deepsec/findings/MEDIUM/nabatableLP-acl-check-c6eca39736.md","SEC-002","Service-role before tenant authorization","Platform/API owner","Sprint 1","security-critical;tenant-isolation;service-role;needs-regression"
"auth-bypass-5f9bc3d21c","MEDIUM","auth-bypass","Legacy sync route bypasses password confirmation used by the current GBP sync endpoint","src/app/api/ops/restaurants/[id]/google-business/sync/route.ts",".deepsec/findings/MEDIUM/nabatableLP-auth-bypass-5f9bc3d21c.md","SEC-001","Account takeover and auth-token exposure","Auth owner","Sprint 1","security-critical;account-takeover;secrets;needs-regression"
"cross-tenant-id-0ad14f0938","MEDIUM","cross-tenant-id","Table prefetch reaches an endpoint without explicit restaurant membership authorization","src/components/features/ops-shell/useOpsRoutePrefetch.ts",".deepsec/findings/MEDIUM/nabatableLP-cross-tenant-id-0ad14f0938.md","SEC-002","Service-role before tenant authorization","Platform/API owner","Sprint 1","security-critical;tenant-isolation;service-role;needs-regression"
"cross-tenant-id-11c1ee2519","MEDIUM","cross-tenant-id","Delivery retry helper branches on unscoped delivery log IDs before tenant authorization","server/emails/email-delivery-log.ts",".deepsec/findings/MEDIUM/nabatableLP-cross-tenant-id-11c1ee2519.md","SEC-002","Service-role before tenant authorization","Platform/API owner","Sprint 1","security-critical;tenant-isolation;service-role;needs-regression"
"cross-tenant-id-2081dc5454","MEDIUM","cross-tenant-id","Service-role confirm flow can be used as a cross-tenant booking oracle","src/app/api/staff/auto/confirm/route.ts",".deepsec/findings/MEDIUM/nabatableLP-cross-tenant-id-2081dc5454.md","SEC-002","Service-role before tenant authorization","Platform/API owner","Sprint 1","security-critical;tenant-isolation;service-role;needs-regression"
"cross-tenant-id-481f4b2c33","MEDIUM","cross-tenant-id","Cross-tenant table inventory read through unguarded restaurantId","server/ops/tables.ts",".deepsec/findings/MEDIUM/nabatableLP-cross-tenant-id-481f4b2c33.md","SEC-002","Service-role before tenant authorization","Platform/API owner","Sprint 1","security-critical;tenant-isolation;service-role;needs-regression"
"cross-tenant-id-6eaf529685","MEDIUM","cross-tenant-id","Table inventory list uses caller-supplied restaurantId without a per-restaurant access check","src/services/ops/tables.ts",".deepsec/findings/MEDIUM/nabatableLP-cross-tenant-id-6eaf529685.md","SEC-002","Service-role before tenant authorization","Platform/API owner","Sprint 1","security-critical;tenant-isolation;service-role;needs-regression"
"cross-tenant-id-7be203dfdf","MEDIUM","cross-tenant-id","Table listing lacks an explicit restaurant membership check","src/app/api/ops/tables/route.ts",".deepsec/findings/MEDIUM/nabatableLP-cross-tenant-id-7be203dfdf.md","SEC-002","Service-role before tenant authorization","Platform/API owner","Sprint 1","security-critical;tenant-isolation;service-role;needs-regression"
"cross-tenant-id-8312e7a160","MEDIUM","cross-tenant-id","Assignment error mapper leaks internal and cross-tenant details","src/app/api/staff/_utils/assign-tables-error.ts",".deepsec/findings/MEDIUM/nabatableLP-cross-tenant-id-8312e7a160.md","SEC-002","Service-role before tenant authorization","Platform/API owner","Sprint 1","security-critical;tenant-isolation;service-role;needs-regression"
"cross-tenant-id-921ba81b7d","MEDIUM","cross-tenant-id","Authorization happens after service-role booking and lifecycle checks","src/app/api/ops/bookings/[id]/status/route.ts",".deepsec/findings/MEDIUM/nabatableLP-cross-tenant-id-921ba81b7d.md","SEC-002","Service-role before tenant authorization","Platform/API owner","Sprint 1","security-critical;tenant-isolation;service-role;needs-regression"
"cross-tenant-id-9ca7be05d2","MEDIUM","cross-tenant-id","Cross-tenant booking existence can be probed","src/app/api/ops/bookings/[id]/no-show/route.ts",".deepsec/findings/MEDIUM/nabatableLP-cross-tenant-id-9ca7be05d2.md","SEC-002","Service-role before tenant authorization","Platform/API owner","Sprint 1","security-critical;tenant-isolation;service-role;needs-regression"
"cross-tenant-id-cc9a900341","MEDIUM","cross-tenant-id","Cross-tenant booking existence can be probed","src/app/api/ops/bookings/[id]/undo-no-show/route.ts",".deepsec/findings/MEDIUM/nabatableLP-cross-tenant-id-cc9a900341.md","SEC-002","Service-role before tenant authorization","Platform/API owner","Sprint 1","security-critical;tenant-isolation;service-role;needs-regression"
"csrf-766472282e","MEDIUM","csrf","Import review POST mutates service-role state without CSRF validation","src/app/api/ops/restaurants/[id]/google-business-profile/food-menus/import-review/route.ts",".deepsec/findings/MEDIUM/nabatableLP-csrf-766472282e.md","SEC-002","Service-role before tenant authorization","Platform/API owner","Sprint 1","security-critical;tenant-isolation;service-role;needs-regression"
"csrf-929806b16b","MEDIUM","csrf","Staff auto-quote creates table holds without CSRF validation","src/app/api/staff/auto/quote/route.ts",".deepsec/findings/MEDIUM/nabatableLP-csrf-929806b16b.md","SEC-002","Service-role before tenant authorization","Platform/API owner","Sprint 1","security-critical;tenant-isolation;service-role;needs-regression"
"expensive-api-abuse-244b84cdc7","MEDIUM","expensive-api-abuse","Unbounded heatmap date range enables large tenant-wide scans","src/app/api/ops/dashboard/heatmap/route.ts",".deepsec/findings/MEDIUM/nabatableLP-expensive-api-abuse-244b84cdc7.md","SEC-002","Service-role before tenant authorization","Platform/API owner","Sprint 1","security-critical;tenant-isolation;service-role;needs-regression"
"expensive-api-abuse-46fa067177","MEDIUM","expensive-api-abuse","Google FoodMenus publish endpoint has no abuse throttle","src/app/api/ops/restaurants/[id]/google-business-profile/food-menus/publish/route.ts",".deepsec/findings/MEDIUM/nabatableLP-expensive-api-abuse-46fa067177.md","SEC-002","Service-role before tenant authorization","Platform/API owner","Sprint 1","security-critical;tenant-isolation;service-role;needs-regression"
